TransactionID,UserID,CourseID,TransactionDate
T003006,U00640,C0067,2026-04-15
T003007,U00783,C0029,2025-05-18
T003008,U00464,C0018,2025-07-28
T003009,U00407,C0014,2025-03-23
T003010,U00033,C0074,2025-06-11
T003011,U00626,C0014,2024-05-27
T003012,U00608,C0074,2026-01-06
T003013,U00191,C0110,2026-01-11
T003014,U00952,C0115,2025-01-06
T003015,U00615,C0045,2024-01-26
T003016,U00433,C0050,2025-08-16
T003017,U00184,C0098,2024-08-31
T003018,U00687,C0055,2025-08-26
T003019,U00947,C0063,2024-09-06
T003020,U00347,C0095,2024-06-06
T003021,U00253,C0109,2026-05-17
T003022,U00659,C0041,2024-12-08
T003023,U00191,C0088,2025-02-19
T003024,U00849,C0003,2026-04-18
T003025,U00754,C0048,2024-07-04
T003026,U00101,C0063,2024-07-18
T003027,U00054,C0024,2025-05-12
T003028,U00768,C0054,2025-06-05
T003029,U00358,C0120,2026-02-21
T003030,U00101,C0001,2024-02-16
T003031,U00947,C0069,2025-07-24
T003032,U00393,C0106,2025-07-27
T003033,U00586,C0022,2025-03-02
T003034,U00274,C0091,2026-04-20
T003035,U00783,C0027,2025-05-06
T003036,U00371,C0018,2025-03-28
T003037,U01163,C0010,2026-05-07
T003038,U00892,C0069,2026-02-17
T003039,U00168,C0120,2024-06-15
T003040,U00547,C0077,2026-03-19
T003041,U00504,C0066,2025-08-05
T003042,U00669,C0045,2025-09-06
T003043,U01023,C0043,2025-03-10
T003044,U00726,C0011,2024-01-08
T003045,U00078,C0006,2024-06-24
T003046,U00833,C0064,2024-01-20
T003047,U00015,C0018,2025-12-12
T003048,U00972,C0085,2025-12-20
T003049,U00849,C0104,2024-04-18
T003050,U00386,C0018,2024-10-30
T003051,U00358,C0104,2025-12-07
T003052,U00980,C0030,2024-03-20
T003053,U00975,C0070,2024-08-21
T003054,U00452,C0072,2026-05-07
T003055,U00364,C0078,2026-04-21
T003056,U00698,C0043,2025-07-30
T003057,U00015,C0108,2025-06-19
T003058,U00099,C0070,2025-10-14
T003059,U00153,C0100,2024-03-21
T003060,U00208,C0038,2024-12-28
T003061,U00644,C0103,2026-05-20
T003062,U01195,C0014,2024-04-18
T003063,U00829,C0106,2024-09-26
T003064,U00078,C0028,2024-02-02
T003065,U00663,C0026,2025-09-23
T003066,U00621,C0047,2025-04-15
T003067,U00180,C0104,2024-04-14
T003068,U01092,C0008,2026-02-15
T003069,U00576,C0093,2024-08-28
T003070,U01195,C0037,2024-10-09
T003071,U00550,C0073,2024-02-25
T003072,U00755,C0053,2024-05-01
T003073,U00121,C0105,2024-12-12
T003074,U00584,C0057,2024-01-27
T003075,U00276,C0007,2025-09-06
T003076,U01022,C0092,2025-10-08
T003077,U00977,C0087,2024-04-05
T003078,U01009,C0080,2024-06-14
T003079,U00919,C0011,2025-11-20
T003080,U01014,C0101,2025-10-14
T003081,U00233,C0091,2026-06-21
T003082,U00584,C0014,2026-05-29
T003083,U00888,C0065,2026-01-10
T003084,U00804,C0071,2025-06-03
T003085,U00904,C0082,2024-10-18
T003086,U00256,C0105,2024-04-15
T003087,U00106,C0036,2024-01-29
T003088,U01090,C0026,2024-07-17
T003089,U00700,C0006,2025-03-24
T003090,U00191,C0053,2024-03-11
T003091,U00980,C0025,2026-05-18
T003092,U01085,C0011,2024-10-04
T003093,U00201,C0004,2024-05-15
T003094,U01003,C0077,2024-11-30
T003095,U01106,C0050,2024-05-23
T003096,U01111,C0078,2025-11-15
T003097,U01085,C0018,2024-02-10
T003098,U00676,C0009,2025-08-21
T003099,U00464,C0014,2025-03-25
T003100,U00012,C0016,2024-06-04
T003101,U00078,C0001,2024-10-19
T003102,U00567,C0016,2024-12-24
T003103,U00523,C0068,2024-11-30
T003104,U00208,C0082,2025-11-06
T003105,U00520,C0080,2026-05-03
T003106,U00205,C0037,2024-06-21
T003107,U01030,C0082,2025-06-25
T003108,U00362,C0055,2024-01-04
T003109,U00740,C0059,2026-04-29
T003110,U00633,C0038,2026-05-31
T003111,U00066,C0036,2024-05-07
T003112,U01114,C0044,2025-03-26
T003113,U00666,C0071,2025-04-04
T003114,U00407,C0061,2024-01-22
T003115,U00191,C0029,2024-10-10
T003116,U00432,C0119,2024-09-26
T003117,U00030,C0108,2024-10-04
T003118,U00475,C0011,2024-08-13
T003119,U00669,C0031,2026-06-10
T003120,U01056,C0077,2026-04-28
T003121,U00877,C0094,2025-06-11
T003122,U00129,C0077,2025-07-23
T003123,U00184,C0075,2024-08-29
T003124,U00565,C0046,2025-06-23
T003125,U00226,C0004,2025-03-15
T003126,U00037,C0104,2025-03-24
T003127,U00984,C0075,2024-07-02
T003128,U00028,C0095,2024-11-22
T003129,U01011,C0115,2026-06-24
T003130,U00179,C0111,2024-03-18
T003131,U01176,C0037,2026-05-11
T003132,U00753,C0096,2026-04-10
T003133,U00942,C0061,2025-03-13
T003134,U00128,C0011,2026-02-03
T003135,U01050,C0088,2024-02-23
T003136,U01023,C0021,2025-05-22
T003137,U00831,C0092,2024-05-05
T003138,U00632,C0024,2024-06-24
T003139,U00917,C0025,2026-04-18
T003140,U00008,C0079,2025-11-02
T003141,U00735,C0089,2024-11-20
T003142,U01027,C0086,2026-06-10
T003143,U00465,C0093,2025-01-14
T003144,U00124,C0084,2026-03-31
T003145,U00552,C0013,2024-08-29
T003146,U00929,C0111,2026-05-12
T003147,U00123,C0053,2024-12-07
T003148,U00236,C0027,2025-03-30
T003149,U00184,C0113,2024-05-16
T003150,U00980,C0047,2026-04-10
T003151,U00078,C0039,2025-11-30
T003152,U00875,C0042,2026-01-03
T003153,U00479,C0116,2024-12-19
T003154,U00947,C0102,2026-06-19
T003155,U01149,C0119,2025-01-30
T003156,U00132,C0053,2024-10-03
T003157,U00395,C0035,2025-03-24
T003158,U00993,C0020,2025-10-09
T003159,U00314,C0057,2026-03-29
T003160,U00247,C0091,2024-10-20
T003161,U01009,C0058,2025-11-14
T003162,U01193,C0033,2024-01-29
T003163,U00689,C0103,2024-05-05
T003164,U00339,C0101,2026-04-12
T003165,U00523,C0052,2026-01-04
T003166,U00201,C0040,2026-02-20
T003167,U00947,C0099,2024-03-12
T003168,U00967,C0066,2025-08-06
T003169,U01056,C0001,2026-06-11
T003170,U00035,C0045,2025-04-16
T003171,U00704,C0019,2025-07-10
T003172,U00245,C0097,2025-06-17
T003173,U00434,C0094,2025-10-28
T003174,U00978,C0027,2025-02-01
T003175,U00218,C0017,2024-02-08
T003176,U00805,C0007,2026-05-08
T003177,U00833,C0119,2024-03-27
T003178,U01124,C0032,2024-04-14
T003179,U00968,C0094,2025-03-28
T003180,U00980,C0067,2025-05-06
T003181,U00669,C0083,2024-10-17
T003182,U00211,C0015,2024-01-17
T003183,U00561,C0049,2026-04-07
T003184,U00682,C0029,2024-06-27
T003185,U00863,C0105,2024-04-06
T003186,U00755,C0006,2026-03-12
T003187,U00517,C0081,2025-01-19
T003188,U00314,C0084,2025-11-06
T003189,U00201,C0005,2025-09-08
T003190,U00888,C0070,2026-05-28
T003191,U00816,C0117,2024-12-10
T003192,U00877,C0063,2024-05-08
T003193,U00489,C0008,2025-01-29
T003194,U00305,C0079,2025-06-01
T003195,U00947,C0048,2026-01-15
T003196,U00967,C0095,2025-10-28
T003197,U00584,C0008,2025-12-26
T003198,U00759,C0104,2024-02-24
T003199,U00493,C0044,2026-06-19
T003200,U00892,C0064,2025-04-12
T003201,U01022,C0020,2025-05-30
T003202,U00879,C0049,2024-04-26
T003203,U00645,C0052,2024-05-29
T003204,U00585,C0081,2026-06-05
T003205,U00808,C0051,2025-07-30
T003206,U00864,C0048,2024-05-06
T003207,U00694,C0114,2024-04-28
T003208,U00780,C0020,2025-02-22
T003209,U00102,C0072,2024-11-19
T003210,U01122,C0022,2026-01-16
T003211,U00980,C0037,2024-06-26
T003212,U00494,C0041,2024-07-14
T003213,U00704,C0056,2025-08-31
T003214,U00061,C0090,2024-07-26
T003215,U00058,C0017,2024-01-18
T003216,U00287,C0022,2024-01-22
T003217,U00882,C0039,2024-05-12
T003218,U01034,C0066,2024-12-15
T003219,U00696,C0010,2024-12-30
T003220,U00669,C0024,2025-09-11
T003221,U00523,C0041,2024-05-13
T003222,U00191,C0039,2024-07-23
T003223,U00141,C0090,2026-06-14
T003224,U00947,C0003,2025-09-20
T003225,U01100,C0030,2024-03-01
T003226,U00585,C0002,2026-03-13
T003227,U00838,C0036,2026-06-25
T003228,U01085,C0049,2024-06-19
T003229,U00101,C0093,2026-04-24
T003230,U00963,C0098,2025-11-09
T003231,U00766,C0032,2024-02-28
T003232,U00741,C0023,2025-02-11
T003233,U00358,C0111,2025-10-20
T003234,U00872,C0100,2024-09-09
T003235,U00980,C0075,2026-02-24
T003236,U00130,C0054,2025-01-26
T003237,U00669,C0084,2025-05-25
T003238,U00117,C0119,2025-01-22
T003239,U01056,C0020,2025-03-05
T003240,U00639,C0027,2025-05-26
T003241,U00989,C0013,2026-05-15
T003242,U00480,C0109,2024-05-21
T003243,U00150,C0017,2025-04-11
T003244,U00058,C0087,2024-07-18
T003245,U00345,C0007,2025-05-11
T003246,U00280,C0076,2024-08-10
T003247,U00701,C0087,2026-05-16
T003248,U00032,C0015,2025-04-10
T003249,U00657,C0007,2024-07-07
T003250,U00514,C0010,2025-01-03
T003251,U00720,C0099,2025-06-09
T003252,U00892,C0022,2024-02-06
T003253,U00796,C0063,2024-04-30
T003254,U01188,C0034,2025-04-09
T003255,U00170,C0102,2024-03-15
T003256,U00569,C0090,2024-01-13
T003257,U00558,C0072,2025-05-17
T003258,U00547,C0092,2025-04-29
T003259,U00845,C0035,2024-08-09
T003260,U00613,C0010,2025-05-02
T003261,U00652,C0101,2025-04-13
T003262,U00575,C0082,2024-09-28
T003263,U01195,C0050,2024-10-22
T003264,U01100,C0012,2025-01-14
T003265,U00386,C0091,2024-12-25
T003266,U00129,C0074,2025-11-22
T003267,U01023,C0030,2025-12-27
T003268,U01196,C0033,2024-08-21
T003269,U00358,C0022,2024-07-01
T003270,U00466,C0087,2026-03-19
T003271,U01114,C0022,2024-03-18
T003272,U00897,C0035,2025-08-22
T003273,U00358,C0038,2025-05-15
T003274,U00723,C0088,2025-01-07
T003275,U01114,C0120,2024-09-28
T003276,U00998,C0116,2024-07-03
T003277,U00947,C0013,2025-11-15
T003278,U00946,C0081,2026-01-08
T003279,U00208,C0038,2026-04-27
T003280,U01009,C0013,2024-01-28
T003281,U00332,C0034,2025-12-27
T003282,U01103,C0077,2025-02-01
T003283,U00475,C0030,2024-02-23
T003284,U01045,C0038,2025-02-23
T003285,U00314,C0076,2025-08-11
T003286,U00650,C0114,2024-04-01
T003287,U00123,C0032,2025-03-14
T003288,U00839,C0090,2025-03-27
T003289,U01022,C0110,2025-07-08
T003290,U00910,C0005,2024-04-13
T003291,U00662,C0090,2025-10-14
T003292,U00058,C0016,2024-02-23
T003293,U01106,C0066,2025-08-02
T003294,U00896,C0014,2025-03-07
T003295,U00947,C0035,2026-04-28
T003296,U00980,C0021,2025-10-30
T003297,U00947,C0059,2024-01-11
T003298,U00576,C0059,2024-03-31
T003299,U00940,C0075,2025-05-30
T003300,U00780,C0002,2024-07-05
T003301,U01038,C0093,2024-09-08
T003302,U00980,C0054,2024-10-11
T003303,U00058,C0104,2025-05-03
T003304,U00501,C0077,2024-03-17
T003305,U00053,C0005,2024-08-24
T003306,U00117,C0029,2025-09-18
T003307,U00747,C0077,2024-12-07
T003308,U01056,C0074,2024-05-29
T003309,U00143,C0007,2026-02-17
T003310,U00582,C0076,2025-08-14
T003311,U01082,C0035,2024-12-04
T003312,U01000,C0009,2026-02-19
T003313,U00656,C0067,2024-03-17
T003314,U00964,C0096,2025-02-08
T003315,U00661,C0086,2024-01-12
T003316,U00191,C0004,2024-06-04
T003317,U00149,C0021,2025-11-26
T003318,U00212,C0082,2025-07-15
T003319,U00451,C0100,2024-08-13
T003320,U01103,C0109,2026-04-08
T003321,U00980,C0048,2024-03-26
T003322,U00575,C0081,2024-11-02
T003323,U00615,C0103,2024-05-29
T003324,U00314,C0058,2025-04-07
T003325,U00895,C0010,2024-11-26
T003326,U00980,C0009,2025-02-27
T003327,U00276,C0101,2024-09-03
T003328,U00058,C0086,2024-06-16
T003329,U00775,C0077,2026-04-14
T003330,U00704,C0030,2026-03-31
T003331,U00523,C0057,2024-10-15
T003332,U00813,C0108,2024-01-30
T003333,U00683,C0003,2025-06-30
T003334,U00287,C0090,2025-11-15
T003335,U00523,C0009,2026-05-15
T003336,U00565,C0078,2026-05-14
T003337,U01056,C0037,2025-09-24
T003338,U01140,C0097,2024-12-12
T003339,U01059,C0116,2024-08-29
T003340,U00911,C0036,2026-04-18
T003341,U00726,C0114,2024-09-16
T003342,U00882,C0015,2025-11-22
T003343,U01111,C0112,2025-07-01
T003344,U00287,C0069,2025-11-26
T003345,U00669,C0017,2026-06-05
T003346,U00882,C0041,2025-07-26
T003347,U00863,C0051,2025-03-02
T003348,U00288,C0081,2026-06-25
T003349,U00728,C0072,2025-12-24
T003350,U00980,C0003,2026-01-08
T003351,U00608,C0028,2024-04-25
T003352,U00980,C0012,2025-09-11
T003353,U00470,C0120,2025-08-29
T003354,U01111,C0030,2024-07-04
T003355,U00669,C0060,2024-02-29
T003356,U00737,C0044,2025-08-29
T003357,U00042,C0114,2025-01-22
T003358,U00201,C0023,2026-01-14
T003359,U00793,C0088,2026-02-22
T003360,U00550,C0025,2025-01-03
T003361,U00639,C0118,2024-05-23
T003362,U00078,C0076,2024-08-04
T003363,U01021,C0057,2025-12-30
T003364,U00977,C0055,2026-01-03
T003365,U00208,C0047,2026-06-29
T003366,U00797,C0048,2024-05-16
T003367,U01003,C0045,2025-11-07
T003368,U00808,C0096,2025-02-23
T003369,U00386,C0068,2026-02-08
T003370,U00833,C0105,2025-08-22
T003371,U00238,C0105,2025-06-08
T003372,U00401,C0001,2024-02-07
T003373,U00277,C0118,2024-05-12
T003374,U00689,C0045,2026-04-30
T003375,U00124,C0022,2026-02-07
T003376,U01106,C0098,2026-06-17
T003377,U00424,C0027,2024-10-14
T003378,U00253,C0109,2024-08-01
T003379,U00621,C0063,2025-10-06
T003380,U00336,C0026,2026-05-04
T003381,U00669,C0075,2024-02-12
T003382,U00446,C0014,2024-06-22
T003383,U00162,C0024,2025-10-27
T003384,U00314,C0009,2024-11-15
T003385,U00576,C0110,2025-05-22
T003386,U00039,C0025,2026-05-21
T003387,U00964,C0028,2026-04-04
T003388,U00769,C0081,2025-11-05
T003389,U00747,C0100,2025-04-06
T003390,U00674,C0098,2026-01-31
T003391,U00731,C0037,2024-12-30
T003392,U01108,C0111,2025-04-23
T003393,U00015,C0105,2025-07-24
T003394,U00062,C0068,2024-01-29
T003395,U00217,C0026,2025-04-02
T003396,U00201,C0067,2025-07-28
T003397,U00208,C0084,2025-08-20
T003398,U00852,C0096,2024-09-26
T003399,U00586,C0070,2024-02-16
T003400,U01195,C0054,2024-09-01
T003401,U00259,C0041,2024-11-19
T003402,U00387,C0007,2025-03-01
T003403,U01188,C0119,2024-09-29
T003404,U01013,C0087,2025-05-14
T003405,U00603,C0037,2024-03-22
T003406,U00688,C0035,2025-12-13
T003407,U01023,C0026,2024-05-11
T003408,U00608,C0032,2025-06-16
T003409,U00236,C0078,2024-12-18
T003410,U01009,C0057,2025-02-18
T003411,U00669,C0001,2024-12-26
T003412,U00189,C0079,2025-06-03
T003413,U00637,C0089,2025-09-02
T003414,U00539,C0040,2024-08-20
T003415,U01056,C0052,2025-10-29
T003416,U00153,C0010,2026-05-13
T003417,U01056,C0062,2024-10-06
T003418,U00645,C0080,2024-02-10
T003419,U00523,C0055,2025-03-18
T003420,U00192,C0018,2026-02-01
T003421,U00889,C0090,2024-05-19
T003422,U01100,C0040,2024-04-01
T003423,U00495,C0096,2024-10-21
T003424,U00279,C0048,2024-10-22
T003425,U00688,C0043,2025-11-11
T003426,U00980,C0083,2025-04-16
T003427,U00003,C0072,2025-04-11
T003428,U00791,C0004,2024-03-01
T003429,U00737,C0042,2025-11-14
T003430,U00401,C0104,2024-01-28
T003431,U00583,C0038,2024-07-22
T003432,U00283,C0092,2026-02-09
T003433,U00980,C0020,2025-10-09
T003434,U00798,C0086,2024-06-10
T003435,U00669,C0048,2025-07-19
T003436,U00515,C0003,2025-01-03
T003437,U00358,C0016,2025-05-08
T003438,U01008,C0095,2025-04-23
T003439,U00583,C0004,2024-01-28
T003440,U00628,C0069,2024-10-25
T003441,U00657,C0065,2024-05-29
T003442,U00582,C0101,2026-02-23
T003443,U00292,C0111,2024-10-04
T003444,U00144,C0075,2024-09-11
T003445,U00106,C0091,2024-04-19
T003446,U00947,C0091,2025-02-04
T003447,U00256,C0097,2025-11-04
T003448,U00071,C0040,2026-04-03
T003449,U00980,C0027,2026-05-30
T003450,U00191,C0092,2026-06-21
T003451,U00780,C0010,2024-09-06
T003452,U00432,C0088,2026-04-20
T003453,U00154,C0003,2024-01-01
T003454,U00545,C0025,2026-02-15
T003455,U00022,C0092,2024-11-05
T003456,U01023,C0001,2025-05-20
T003457,U00647,C0027,2025-11-10
T003458,U00172,C0050,2025-09-10
T003459,U00274,C0096,2025-05-03
T003460,U00580,C0038,2025-12-02
T003461,U00212,C0031,2026-03-23
T003462,U00320,C0008,2026-01-31
T003463,U00669,C0010,2024-02-21
T003464,U01014,C0037,2026-05-21
T003465,U00523,C0119,2024-07-03
T003466,U00906,C0017,2024-11-17
T003467,U01056,C0038,2025-11-22
T003468,U00250,C0049,2025-12-11
T003469,U00988,C0084,2025-06-10
T003470,U00947,C0100,2024-06-27
T003471,U00465,C0030,2025-11-14
T003472,U01194,C0028,2024-01-03
T003473,U00306,C0113,2025-07-21
T003474,U00290,C0050,2025-10-23
T003475,U00964,C0037,2026-05-18
T003476,U00576,C0008,2025-08-06
T003477,U00419,C0087,2025-03-03
T003478,U00208,C0090,2026-04-24
T003479,U00955,C0083,2024-10-08
T003480,U00980,C0060,2026-04-10
T003481,U00706,C0050,2025-09-13
T003482,U01132,C0052,2024-04-20
T003483,U00401,C0006,2026-05-17
T003484,U00253,C0070,2024-04-04
T003485,U00860,C0097,2025-04-21
T003486,U00947,C0092,2024-04-25
T003487,U00257,C0103,2025-06-21
T003488,U00095,C0087,2024-01-29
T003489,U00993,C0030,2024-08-31
T003490,U01177,C0110,2024-06-17
T003491,U00814,C0078,2024-02-08
T003492,U00337,C0023,2024-11-04
T003493,U01196,C0089,2025-12-20
T003494,U01059,C0115,2026-04-15
T003495,U00647,C0009,2026-01-26
T003496,U01009,C0050,2026-02-27
T003497,U01002,C0016,2026-01-19
T003498,U01108,C0030,2024-10-31
T003499,U01023,C0003,2024-04-22
T003500,U00813,C0050,2026-01-15
T003501,U00758,C0092,2024-08-02
T003502,U00597,C0016,2024-12-20
T003503,U00782,C0100,2024-03-24
T003504,U00980,C0058,2024-03-21
T003505,U01165,C0053,2024-04-25
T003506,U00597,C0008,2024-06-22
T003507,U00720,C0029,2024-09-08
T003508,U00576,C0073,2024-02-20
T003509,U00849,C0009,2024-06-20
T003510,U00786,C0105,2025-07-26
T003511,U00026,C0086,2024-12-03
T003512,U00669,C0024,2024-02-04
T003513,U00101,C0055,2025-06-07
T003514,U00035,C0108,2026-03-14
T003515,U00980,C0047,2025-01-20
T003516,U00297,C0016,2024-08-22
T003517,U00434,C0112,2024-05-08
T003518,U00078,C0117,2025-04-04
T003519,U00208,C0051,2024-06-08
T003520,U00955,C0072,2025-02-22
T003521,U00616,C0039,2024-08-28
T003522,U01056,C0008,2025-04-18
T003523,U00523,C0035,2025-10-06
T003524,U00320,C0080,2024-10-29
T003525,U00445,C0073,2024-08-23
T003526,U00898,C0085,2024-01-15
T003527,U00688,C0028,2024-08-11
T003528,U01067,C0092,2024-03-01
T003529,U00748,C0019,2024-11-22
T003530,U00615,C0002,2025-11-25
T003531,U00979,C0060,2026-03-31
T003532,U01117,C0004,2024-09-04
T003533,U00464,C0081,2025-09-07
T003534,U00287,C0023,2025-06-26
T003535,U00766,C0089,2024-01-31
T003536,U00624,C0080,2024-08-17
T003537,U01194,C0114,2025-05-05
T003538,U00595,C0004,2025-01-02
T003539,U00090,C0113,2025-10-27
T003540,U01177,C0028,2025-06-08
T003541,U01023,C0064,2024-01-22
T003542,U00208,C0020,2025-05-17
T003543,U01068,C0044,2024-06-22
T003544,U00434,C0092,2025-03-21
T003545,U00497,C0029,2024-05-27
T003546,U01071,C0066,2025-08-29
T003547,U00669,C0076,2024-07-19
T003548,U00169,C0068,2026-04-04
T003549,U00481,C0036,2024-07-11
T003550,U00919,C0092,2024-06-10
T003551,U00205,C0038,2024-04-01
T003552,U00731,C0026,2025-01-08
T003553,U00888,C0007,2026-03-05
T003554,U00438,C0055,2025-06-19
T003555,U00888,C0039,2025-09-02
T003556,U01057,C0048,2025-11-24
T003557,U00607,C0093,2025-09-04
T003558,U00502,C0053,2025-12-13
T003559,U00287,C0054,2024-04-11
T003560,U00753,C0013,2026-05-14
T003561,U01056,C0024,2026-01-13
T003562,U00407,C0028,2025-01-27
T003563,U00520,C0074,2024-05-24
T003564,U00524,C0097,2025-09-20
T003565,U00701,C0062,2025-05-30
T003566,U00261,C0012,2025-02-01
T003567,U01008,C0009,2024-10-07
T003568,U00358,C0102,2025-06-07
T003569,U00896,C0083,2025-06-06
T003570,U00645,C0022,2025-06-25
T003571,U00726,C0084,2024-05-06
T003572,U00208,C0098,2025-05-20
T003573,U00942,C0001,2025-04-18
T003574,U00212,C0044,2024-09-27
T003575,U00132,C0086,2026-03-30
T003576,U00678,C0085,2026-02-10
T003577,U00897,C0110,2026-04-11
T003578,U00065,C0012,2025-02-19
T003579,U00081,C0001,2025-04-06
T003580,U00980,C0105,2024-06-30
T003581,U00992,C0070,2025-08-10
T003582,U00282,C0030,2024-08-05
T003583,U00764,C0051,2024-06-20
T003584,U00576,C0067,2025-03-17
T003585,U00793,C0059,2024-05-02
T003586,U01050,C0059,2024-02-15
T003587,U00099,C0106,2024-11-08
T003588,U00969,C0097,2025-10-01
T003589,U00615,C0100,2024-10-13
T003590,U00704,C0022,2025-01-05
T003591,U00833,C0005,2026-04-16
T003592,U01096,C0042,2026-06-19
T003593,U00072,C0091,2024-03-14
T003594,U00039,C0072,2024-09-03
T003595,U00208,C0028,2024-08-21
T003596,U01191,C0104,2025-03-31
T003597,U00899,C0073,2024-09-12
T003598,U00764,C0056,2024-11-14
T003599,U00060,C0036,2024-08-12
T003600,U01056,C0045,2025-08-24
T003601,U00999,C0022,2026-05-29
T003602,U00849,C0013,2025-03-13
T003603,U00433,C0010,2024-01-21
T003604,U00083,C0111,2026-01-08
T003605,U00723,C0080,2026-02-27
T003606,U00913,C0091,2025-08-12
T003607,U00101,C0102,2024-12-22
T003608,U00795,C0063,2025-12-08
T003609,U00352,C0009,2026-02-21
T003610,U00952,C0016,2026-02-26
T003611,U00669,C0035,2024-10-24
T003612,U00157,C0009,2026-03-18
T003613,U00665,C0020,2025-07-27
T003614,U00520,C0073,2024-09-13
T003615,U00208,C0119,2024-02-28
T003616,U01023,C0065,2025-03-12
T003617,U00016,C0028,2024-05-28
T003618,U00389,C0082,2026-04-14
T003619,U00018,C0011,2024-06-25
T003620,U00102,C0118,2024-01-14
T003621,U00359,C0055,2025-04-15
T003622,U00069,C0039,2025-08-27
T003623,U00738,C0114,2025-02-14
T003624,U00101,C0089,2025-08-11
T003625,U00892,C0052,2024-02-15
T003626,U00066,C0083,2024-11-26
T003627,U00077,C0026,2026-05-13
T003628,U00382,C0092,2026-05-26
T003629,U01060,C0030,2026-01-31
T003630,U00808,C0065,2026-06-13
T003631,U00962,C0114,2026-06-05
T003632,U00178,C0110,2024-01-07
T003633,U01021,C0088,2024-09-04
T003634,U00015,C0082,2026-06-12
T003635,U00244,C0005,2025-05-31
T003636,U00766,C0082,2024-08-18
T003637,U00495,C0022,2024-02-24
T003638,U01188,C0010,2025-08-21
T003639,U00039,C0055,2024-01-28
T003640,U01200,C0117,2025-08-20
T003641,U00774,C0059,2024-09-05
T003642,U00694,C0072,2024-11-27
T003643,U00078,C0081,2025-09-13
T003644,U00328,C0010,2026-04-08
T003645,U01099,C0067,2024-12-23
T003646,U00457,C0115,2025-02-03
T003647,U00841,C0084,2025-08-19
T003648,U01200,C0019,2026-06-21
T003649,U00306,C0064,2024-12-25
T003650,U00720,C0111,2025-04-27
T003651,U00888,C0078,2026-02-09
T003652,U00193,C0027,2024-06-03
T003653,U00186,C0008,2026-03-28
T003654,U00584,C0020,2024-10-07
T003655,U00505,C0033,2024-10-04
T003656,U00899,C0073,2026-05-19
T003657,U00081,C0037,2025-01-06
T003658,U01169,C0092,2025-01-28
T003659,U00020,C0105,2025-04-03
T003660,U00747,C0047,2026-06-04
T003661,U00704,C0047,2024-07-29
T003662,U00167,C0020,2026-06-25
T003663,U00186,C0090,2025-01-07
T003664,U00980,C0093,2025-05-13
T003665,U01059,C0036,2025-11-08
T003666,U00348,C0088,2025-03-31
T003667,U00576,C0005,2024-03-11
T003668,U00461,C0094,2026-01-20
T003669,U00084,C0077,2026-02-03
T003670,U00853,C0080,2026-03-28
T003671,U01009,C0017,2024-12-19
T003672,U00381,C0052,2024-09-28
T003673,U01194,C0085,2026-04-11
T003674,U00093,C0045,2026-05-07
T003675,U00841,C0059,2025-04-21
T003676,U00581,C0068,2024-09-01
T003677,U00579,C0042,2025-05-18
T003678,U00585,C0108,2025-08-08
T003679,U00297,C0032,2024-01-10
T003680,U00902,C0118,2025-03-25
T003681,U00918,C0107,2025-05-15
T003682,U00347,C0069,2025-10-10
T003683,U01022,C0036,2025-09-28
T003684,U00400,C0057,2025-09-04
T003685,U00923,C0094,2024-06-16
T003686,U00145,C0070,2024-02-17
T003687,U00201,C0012,2025-09-06
T003688,U00399,C0008,2025-06-26
T003689,U00735,C0021,2024-10-04
T003690,U00816,C0015,2024-08-14
T003691,U00520,C0099,2025-08-05
T003692,U00097,C0116,2024-02-14
T003693,U00493,C0095,2025-09-28
T003694,U00881,C0025,2025-10-26
T003695,U00850,C0084,2025-02-22
T003696,U00191,C0079,2025-02-09
T003697,U00014,C0038,2025-02-28
T003698,U00947,C0108,2024-12-16
T003699,U00122,C0044,2025-07-08
T003700,U00099,C0090,2025-10-31
T003701,U00003,C0002,2025-09-18
T003702,U00575,C0050,2025-04-22
T003703,U00633,C0064,2025-10-28
T003704,U00804,C0094,2025-08-11
T003705,U00358,C0060,2024-12-06
T003706,U00897,C0015,2026-05-23
T003707,U00201,C0052,2025-05-30
T003708,U01013,C0089,2024-03-03
T003709,U00718,C0103,2025-12-27
T003710,U00726,C0087,2024-01-21
T003711,U00238,C0072,2024-02-19
T003712,U00089,C0059,2025-10-16
T003713,U00597,C0013,2025-09-25
T003714,U00765,C0050,2026-01-09
T003715,U00101,C0061,2024-11-02
T003716,U01120,C0037,2026-03-28
T003717,U01179,C0050,2025-01-04
T003718,U00674,C0005,2024-11-27
T003719,U01120,C0102,2025-11-24
T003720,U00208,C0025,2025-01-11
T003721,U00034,C0022,2026-05-19
T003722,U00057,C0068,2025-11-18
T003723,U00728,C0079,2026-03-06
T003724,U00078,C0114,2024-01-30
T003725,U01134,C0115,2026-03-04
T003726,U00178,C0041,2026-02-01
T003727,U00380,C0087,2025-12-23
T003728,U01008,C0021,2025-08-13
T003729,U00253,C0003,2026-02-11
T003730,U00280,C0110,2025-08-26
T003731,U00808,C0055,2025-10-23
T003732,U00332,C0037,2025-07-24
T003733,U00252,C0080,2024-05-09
T003734,U00290,C0016,2025-10-14
T003735,U00615,C0061,2026-03-21
T003736,U01157,C0029,2024-02-08
T003737,U01013,C0074,2025-09-15
T003738,U00350,C0063,2025-09-14
T003739,U00475,C0060,2025-09-22
T003740,U00597,C0005,2024-12-01
